CRM_ID,hits_customDimensions_value,gender,birthday,state_code,annual_income_dollar,create_date,customer_level,CV_flag
1000334,641465912.1409192093,F,1/21/1989,WA,56000,4/21/2004,Silver,0
1000335,838892180.1409186083,F,4/5/1974,TX,0,6/17/1992,Bronze,0
1000336,862685125.1407899622,M,12/12/1960,WA,65000,5/5/2005,Bronze,0
1000337,900241879.1409206661,M,6/20/1954,WA,59000,6/20/2012,Gold,0
1000338,942796550.1409191116,M,1/21/1989,FL,240000,4/21/2004,Gold,1
1000339,979176119.1409186077,M,4/5/1974,CA,24000,6/17/1992,Silver,0
1000340,1089028787.1409204795,F,12/12/1960,WA,0,5/5/2005,Bronze,0
1000341,1188422709.1409193812,F,6/20/1954,TX,56000,6/20/2012,Bronze,0
1000342,1264265153.1409229722,M,1/21/1989,WA,120000,4/21/2004,Gold,0
1000343,1317687917.1406862090,M,4/5/1974,WA,4100000,6/17/1992,Gold,1
1000344,1343213678.1409232258,M,12/12/1960,FL,240000,5/5/2005,Silver,0
1000345,1358128385.1409210061,M,6/20/1954,CA,100000,6/20/2012,Bronze,0
1000346,1387184427.1398222038,F,1/21/1989,WA,80000,4/21/2004,Bronze,1
1000347,1387723455.1409220664,F,4/5/1974,TX,65000,6/17/1992,Gold,0
1000348,1441882531.1409207754,M,12/12/1960,WA,30000,5/5/2005,Gold,1
1000349,1449390536.1409235847,M,6/20/1954,WA,,6/20/2012,Silver,0
1000350,1527128554.1409198857,M,1/21/1989,FL,56000,4/21/2004,Bronze,0
1000351,1543551671.1409216692,M,4/5/1974,CA,0,6/17/1992,Bronze,0
1000352,1598434058.1409159317,F,12/12/1960,WA,65000,5/5/2005,Gold,0
1000353,1716271459.1409189018,F,6/20/1954,TX,59000,6/20/2012,Gold,0
1000354,1798172530.1409215699,M,1/21/1989,WA,240000,4/21/2004,Silver,0
1000355,1805147027.1409192343,M,4/5/1974,WA,24000,6/17/1992,Bronze,0
1000356,1805848969.1409211970,M,12/12/1960,FL,0,5/5/2005,Bronze,0
1000357,1808870960.1409205583,M,6/20/1954,CA,56000,6/20/2012,Gold,0
1000358,1819723284.1409192667,F,1/21/1989,WA,120000,4/21/2004,Gold,0
1000359,1826808395.1409201994,F,4/5/1974,TX,4100000,6/17/1992,Silver,0
1000360,1878908625.1407470779,M,12/12/1960,WA,240000,5/5/2005,Bronze,1
1000361,1943978485.1409215294,M,6/20/1954,WA,100000,6/20/2012,Bronze,0
1000362,2042908467.1409217423,M,1/21/1989,FL,80000,4/21/2004,Gold,0
1000363,6078615.1401012353,M,4/5/1974,CA,65000,6/17/1992,Gold,0
1000364,68280633.1400899862,F,12/12/1960,WA,30000,5/5/2005,Silver,0
1000365,71847286.1406268893,F,6/20/1954,TX,,6/20/2012,Bronze,0
1000366,155449102.1406216464,M,1/21/1989,WA,56000,4/21/2004,Bronze,0
1000367,241942231.1383003989,M,4/5/1974,WA,0,6/17/1992,Gold,1
1000368,306577208.1406258773,M,12/12/1960,FL,65000,5/5/2005,Gold,0
1000369,313192758.1406257196,M,6/20/1954,CA,59000,6/20/2012,Silver,0
1000370,325533493.1406218365,F,1/21/1989,WA,240000,4/21/2004,Bronze,0
1000371,373530229.1406275155,F,4/5/1974,TX,24000,6/17/1992,Bronze,0
1000372,473503968.1406185418,M,12/12/1960,WA,0,5/5/2005,Gold,0
1000373,526641433.1406255251,M,6/20/1954,WA,56000,6/20/2012,Gold,0
1000374,584541738.1406218358,M,1/21/1989,FL,120000,4/21/2004,Silver,0
1000375,595069382.1392863835,M,4/5/1974,CA,4100000,6/17/1992,Bronze,0
1000376,605688186.1406248201,F,12/12/1960,WA,240000,5/5/2005,Bronze,0
1000377,619535361.1406271478,F,6/20/1954,TX,100000,6/20/2012,Gold,0
1000378,665549700.1406259168,M,1/21/1989,WA,80000,4/21/2004,Gold,0
1000379,844441809.1406264290,M,4/5/1974,WA,65000,6/17/1992,Silver,0
1000380,903748648.1406254337,M,12/12/1960,FL,30000,5/5/2005,Bronze,0
1000381,908624163.1406264493,M,6/20/1954,CA,,6/20/2012,Bronze,0
1000382,1033248463.1406278693,F,1/21/1989,WA,56000,4/21/2004,Gold,0
1000383,1045367637.1406224753,F,4/5/1974,TX,0,6/17/1992,Gold,0
1000384,1102323274.1406259195,M,12/12/1960,WA,65000,5/5/2005,Silver,0
1000385,1165961006.1406264263,M,6/20/1954,WA,59000,6/20/2012,Bronze,0
1000386,1215222154.1406209038,M,1/21/1989,FL,240000,4/21/2004,Bronze,0
1000387,1281222413.1406244331,M,4/5/1974,CA,24000,6/17/1992,Gold,0
1000388,1319234419.1406177775,F,12/12/1960,WA,0,5/5/2005,Gold,0
1000389,1392072234.1406262023,F,6/20/1954,TX,56000,6/20/2012,Silver,0
1000390,1507337211.1406257076,M,1/21/1989,WA,120000,4/21/2004,Bronze,0
1000391,1559987462.1406273274,M,4/5/1974,WA,4100000,6/17/1992,Bronze,0
1000392,1612125232.1406285532,M,12/12/1960,FL,240000,5/5/2005,Gold,0
1000393,1667648230.1406265118,M,6/20/1954,CA,100000,6/20/2012,Gold,0
1000394,1706845256.1406258016,F,1/21/1989,WA,80000,4/21/2004,Silver,0
1000395,1885205170.1406270770,F,4/5/1974,TX,65000,6/17/1992,Bronze,0
1000396,1981774088.1406285086,M,12/12/1960,WA,30000,5/5/2005,Bronze,0
1000397,2082741532.1402297993,M,6/20/1954,WA,,6/20/2012,Gold,0
1000398,28795126.1406880367,M,1/21/1989,FL,56000,4/21/2004,Gold,0
1000399,82282639.1406855754,M,4/5/1974,CA,0,6/17/1992,Silver,0
1000400,94715273.1397446744,F,12/12/1960,WA,65000,5/5/2005,Bronze,0
1000401,131282369.1406873860,F,6/20/1954,TX,59000,6/20/2012,Bronze,0
1000402,151605660.1406872032,M,1/21/1989,WA,240000,4/21/2004,Gold,0
1000403,158101549.1406860448,M,4/5/1974,WA,24000,6/17/1992,Gold,0
1000404,161040638.1406883653,M,12/12/1960,FL,0,5/5/2005,Silver,0
1000405,165417736.1406858801,M,6/20/1954,CA,56000,6/20/2012,Bronze,0
1000406,197089071.1406897152,F,1/21/1989,WA,120000,4/21/2004,Bronze,0
1000407,209910849.1406876822,F,4/5/1974,TX,4100000,6/17/1992,Gold,0
1000408,310733092.1406864326,M,12/12/1960,WA,240000,5/5/2005,Gold,0
1000409,402675576.1406873977,M,6/20/1954,WA,100000,6/20/2012,Silver,0
1000410,423929073.1406870362,M,1/21/1989,FL,80000,4/21/2004,Bronze,0
1000411,811101886.1406855252,M,4/5/1974,CA,65000,6/17/1992,Bronze,0
1000412,858113564.1406863083,F,12/12/1960,WA,30000,5/5/2005,Gold,0
1000413,994283694.1406892366,F,6/20/1954,TX,,6/20/2012,Gold,0
1000414,1022969892.1406864048,M,1/21/1989,WA,56000,4/21/2004,Silver,0
1000415,1194928930.1397454375,M,4/5/1974,WA,0,6/17/1992,Bronze,0
1000416,1221499465.1406870160,M,12/12/1960,FL,65000,5/5/2005,Bronze,0
1000417,1265097529.1406877851,M,6/20/1954,CA,59000,6/20/2012,Gold,0
1000418,1409766211.1406881138,F,1/21/1989,WA,240000,4/21/2004,Gold,0
1000419,1434256841.1406862428,F,4/5/1974,TX,24000,6/17/1992,Silver,0
1000420,1642696763.1406884651,M,12/12/1960,WA,0,5/5/2005,Bronze,0
1000421,1682751781.1406860571,M,6/20/1954,WA,56000,6/20/2012,Bronze,0
1000422,1715012197.1406872010,M,1/21/1989,FL,120000,4/21/2004,Gold,0
1000423,1726863712.1406868646,M,4/5/1974,CA,4100000,6/17/1992,Gold,0
1000424,1803013078.1406775608,F,12/12/1960,WA,240000,5/5/2005,Silver,0
1000425,1841000207.1406858399,F,6/20/1954,TX,100000,6/20/2012,Bronze,0
1000426,1908215650.1406863477,M,1/21/1989,WA,80000,4/21/2004,Bronze,0
1000427,1935941861.1406869820,M,4/5/1974,WA,65000,6/17/1992,Gold,0
1000428,1951769362.1406855329,M,12/12/1960,FL,30000,5/5/2005,Gold,0
1000429,1988600829.1406880670,M,6/20/1954,CA,,6/20/2012,Silver,0
1000430,2035949569.1406858524,F,1/21/1989,WA,56000,4/21/2004,Bronze,0
1000431,2041960704.1406873001,F,4/5/1974,TX,0,6/17/1992,Bronze,0
1000432,198438968.1395741012,M,12/12/1960,WA,65000,5/5/2005,Gold,0
1000433,199644253.1407456955,M,6/20/1954,WA,59000,6/20/2012,Gold,0
1000434,200257881.1407484233,M,1/21/1989,FL,240000,4/21/2004,Silver,0
1000435,246022284.1402979592,M,4/5/1974,CA,24000,6/17/1992,Bronze,0
1000436,248962275.1407463476,F,12/12/1960,WA,0,5/5/2005,Bronze,0
1000437,346191588.1407482174,F,6/20/1954,TX,56000,6/20/2012,Gold,0
1000438,403265367.1407486813,M,1/21/1989,WA,120000,4/21/2004,Gold,0
1000439,468317576.1407468397,M,4/5/1974,WA,4100000,6/17/1992,Silver,0
1000440,471364505.1407480168,M,12/12/1960,FL,240000,5/5/2005,Bronze,0
1000441,546348604.1367972881,M,6/20/1954,CA,100000,6/20/2012,Bronze,0
1000442,563223129.1407493008,F,1/21/1989,WA,80000,4/21/2004,Gold,0
1000443,614096269.1407487698,F,4/5/1974,TX,65000,6/17/1992,Gold,0
1000444,694402323.1404287326,M,12/12/1960,WA,30000,5/5/2005,Silver,0
1000445,727342332.1397106156,M,6/20/1954,WA,,6/20/2012,Bronze,0
1000446,860431420.1407483227,M,1/21/1989,FL,56000,4/21/2004,Bronze,0
1000447,915550187.1407485294,M,4/5/1974,CA,0,6/17/1992,Gold,0
1000448,920150927.1407456277,F,12/12/1960,WA,65000,5/5/2005,Gold,0
1000449,957829710.1407477031,F,6/20/1954,TX,59000,6/20/2012,Silver,0
1000450,987859063.1407479806,M,1/21/1989,WA,240000,4/21/2004,Bronze,0
1000451,1023588387.1407483412,M,4/5/1974,WA,24000,6/17/1992,Bronze,0
1000452,1038072929.1407460178,M,12/12/1960,FL,0,5/5/2005,Gold,0
1000453,1339746425.1407474592,M,6/20/1954,CA,56000,6/20/2012,Gold,0
1000454,1348088236.1407493970,F,1/21/1989,WA,120000,4/21/2004,Silver,0
1000455,1380757376.1407410525,F,4/5/1974,TX,4100000,6/17/1992,Bronze,0
1000456,1477091139.1348450040,M,12/12/1960,WA,240000,5/5/2005,Bronze,0
1000457,1561510081.1407459495,M,6/20/1954,WA,100000,6/20/2012,Gold,0
1000458,1583300617.1407457078,M,1/21/1989,FL,80000,4/21/2004,Gold,0
1000459,1686535313.1407474716,M,4/5/1974,CA,65000,6/17/1992,Silver,0
1000460,1831440507.1407466060,F,12/12/1960,WA,30000,5/5/2005,Bronze,0
1000461,1978955260.1407506776,F,6/20/1954,TX,,6/20/2012,Bronze,0
1000462,1979496923.1407486318,M,1/21/1989,WA,56000,4/21/2004,Gold,0
1000463,1999585298.1407506968,M,4/5/1974,WA,0,6/17/1992,Gold,0
1000464,2107436716.1407499717,M,12/12/1960,FL,65000,5/5/2005,Silver,0
1000465,2129275893.1407683065,M,6/20/1954,CA,59000,6/20/2012,Bronze,0
1000466,18423201.1408103387,F,1/21/1989,WA,240000,4/21/2004,Bronze,0
1000467,405651476.1408080597,F,4/5/1974,TX,24000,6/17/1992,Gold,0
1000468,451565450.1406512446,M,12/12/1960,WA,0,5/5/2005,Gold,0
1000469,518575949.1408110793,M,6/20/1954,WA,56000,6/20/2012,Silver,0
1000470,604651559.1408089826,M,1/21/1989,FL,120000,4/21/2004,Bronze,1
1000471,722973877.1407179690,M,4/5/1974,CA,4100000,6/17/1992,Bronze,0
1000472,828223195.1408074275,F,12/12/1960,WA,240000,5/5/2005,Gold,0
1000473,1258041970.1408113880,F,6/20/1954,TX,100000,6/20/2012,Gold,0
1000474,1314996508.1408065824,M,1/21/1989,WA,80000,4/21/2004,Silver,0
1000475,1368747694.1408065142,M,4/5/1974,WA,65000,6/17/1992,Bronze,0
1000476,1400459783.1408075422,M,12/12/1960,FL,30000,5/5/2005,Bronze,1
1000477,1415595749.1408086270,M,6/20/1954,CA,,6/20/2012,Gold,0
1000478,1444299379.1408043946,F,1/21/1989,WA,56000,4/21/2004,Gold,0
1000479,1453602591.1408094394,F,4/5/1974,TX,0,6/17/1992,Silver,0
1000480,1477722447.1408088846,M,12/12/1960,WA,65000,5/5/2005,Bronze,0
1000481,1482447993.1408089850,M,6/20/1954,WA,59000,6/20/2012,Bronze,1
1000482,1769880563.1408063101,M,1/21/1989,FL,240000,4/21/2004,Gold,0
1000483,1792325563.1408078901,M,4/5/1974,CA,24000,6/17/1992,Gold,1
1000484,1993340939.1408101538,F,12/12/1960,WA,0,5/5/2005,Silver,0
1000485,2005261037.1408035095,F,6/20/1954,TX,56000,6/20/2012,Bronze,0
1000486,60706308.1409806734,M,1/21/1989,WA,120000,4/21/2004,Bronze,1
1000487,109173522.1409794233,M,4/5/1974,WA,4100000,6/17/1992,Gold,0
1000488,115191918.1409812492,M,12/12/1960,FL,240000,5/5/2005,Gold,0
1000489,258300242.1409806888,M,6/20/1954,CA,100000,6/20/2012,Silver,0
1000490,275042506.1409816673,F,1/21/1989,WA,80000,4/21/2004,Bronze,1
1000491,320650447.1401265231,F,4/5/1974,TX,65000,6/17/1992,Bronze,0
1000492,325580213.1409803658,M,12/12/1960,WA,30000,5/5/2005,Gold,1
1000493,432899830.1409834424,M,6/20/1954,WA,,6/20/2012,Gold,0
1000494,518147568.1409806209,M,1/21/1989,FL,56000,4/21/2004,Silver,0
1000495,536496107.1409833531,M,4/5/1974,CA,0,6/17/1992,Bronze,1
1000496,541684149.1409821336,F,12/12/1960,WA,65000,5/5/2005,Bronze,0
1000497,551087853.1409801518,F,6/20/1954,TX,59000,6/20/2012,Gold,0
1000498,558743418.1409820304,M,1/21/1989,WA,240000,4/21/2004,Gold,0
1000499,624918106.1409834812,M,4/5/1974,WA,24000,6/17/1992,Silver,0
1000500,658343010.1409834606,M,12/12/1960,FL,0,5/5/2005,Bronze,1
1000501,780460620.1409794335,M,6/20/1954,CA,56000,6/20/2012,Bronze,0
1000502,792670857.1409823029,F,1/21/1989,WA,120000,4/21/2004,Gold,1
1000503,927999255.1409792783,F,4/5/1974,TX,4100000,6/17/1992,Gold,1
1000504,944183807.1409803097,M,12/12/1960,WA,240000,5/5/2005,Silver,1
1000505,963664241.1409797326,M,6/20/1954,WA,100000,6/20/2012,Bronze,0
1000506,991285253.1409796707,M,1/21/1989,FL,80000,4/21/2004,Bronze,0
1000507,1034625586.1409773907,M,4/5/1974,CA,65000,6/17/1992,Gold,0
1000508,1043780436.1409712970,F,12/12/1960,WA,30000,5/5/2005,Gold,1
1000509,1136168072.1409825670,F,6/20/1954,TX,,6/20/2012,Silver,0
1000510,1185486101.1409807073,M,1/21/1989,WA,56000,4/21/2004,Bronze,1
1000511,1380326082.1409811662,M,4/5/1974,WA,0,6/17/1992,Bronze,0
1000512,1405467639.1409825244,M,12/12/1960,FL,65000,5/5/2005,Gold,1
1000513,1407158297.1409806273,M,6/20/1954,CA,59000,6/20/2012,Gold,0
1000514,1410616236.1409812524,F,1/21/1989,WA,240000,4/21/2004,Silver,0
1000515,1541804300.1396705519,F,4/5/1974,TX,24000,6/17/1992,Bronze,0
1000516,1759340081.1409785985,M,12/12/1960,WA,0,5/5/2005,Bronze,0
1000517,1806101861.1409816548,M,6/20/1954,WA,56000,6/20/2012,Gold,0
1000518,1902134045.1375425568,M,1/21/1989,FL,120000,4/21/2004,Gold,0
1000519,1921953954.1409807159,M,4/5/1974,CA,4100000,6/17/1992,Silver,0
1000520,1980183257.1409827239,F,12/12/1960,WA,240000,5/5/2005,Bronze,1
1000521,1980391228.1409818681,F,6/20/1954,TX,100000,6/20/2012,Bronze,0
1000522,2021900398.1409808472,M,1/21/1989,WA,80000,4/21/2004,Gold,1
1000523,2031370692.1409017389,M,4/5/1974,WA,65000,6/17/1992,Gold,0
1000524,2066940527.1409810909,M,12/12/1960,FL,30000,5/5/2005,Silver,0
1000525,2107495076.1409790907,M,6/20/1954,CA,,6/20/2012,Bronze,0
1000526,2127394689.1409799737,F,1/21/1989,WA,56000,4/21/2004,Bronze,1
1000527,47880347.1408689980,F,4/5/1974,TX,0,6/17/1992,Gold,1
1000528,68763008.1403758632,M,12/12/1960,WA,65000,5/5/2005,Gold,0
1000529,108255096.1408670338,M,6/20/1954,WA,59000,6/20/2012,Silver,0
1000530,121457855.1408687342,M,1/21/1989,FL,240000,4/21/2004,Bronze,0
1000531,216524023.1407387141,M,4/5/1974,CA,24000,6/17/1992,Bronze,0
1000532,254926057.1408692813,F,12/12/1960,WA,0,5/5/2005,Gold,0
1000533,332049104.1408533894,F,6/20/1954,TX,56000,6/20/2012,Gold,1
1000534,546504025.1408635731,M,1/21/1989,WA,120000,4/21/2004,Silver,0
1000535,673154693.1408667143,M,4/5/1974,WA,4100000,6/17/1992,Bronze,0
1000536,798201547.1408682890,M,12/12/1960,FL,240000,5/5/2005,Bronze,0
1000537,830500145.1408675392,M,6/20/1954,CA,100000,6/20/2012,Gold,0
1000538,1027095408.1408694938,F,1/21/1989,WA,80000,4/21/2004,Gold,0
1000539,1075556596.1408668130,F,4/5/1974,TX,65000,6/17/1992,Silver,0
1000540,1119434841.1408697556,M,12/12/1960,WA,30000,5/5/2005,Bronze,0
1000541,1293763923.1408675263,M,6/20/1954,WA,,6/20/2012,Bronze,0
1000542,1306940620.1408696699,M,1/21/1989,FL,56000,4/21/2004,Gold,0
1000543,1372991925.1408677077,M,4/5/1974,CA,0,6/17/1992,Gold,0
1000544,1554257278.1408520579,F,12/12/1960,WA,65000,5/5/2005,Silver,0
1000545,1581846242.1408705903,F,6/20/1954,TX,59000,6/20/2012,Bronze,0
1000546,1732987468.1408662046,M,1/21/1989,WA,240000,4/21/2004,Bronze,0
1000547,1755903478.1408698216,M,4/5/1974,WA,24000,6/17/1992,Gold,0
1000548,1851718111.1408700701,M,12/12/1960,FL,0,5/5/2005,Gold,0
1000549,1864548967.1408704017,M,6/20/1954,CA,56000,6/20/2012,Silver,0
1000550,1915308272.1387266570,F,1/21/1989,WA,120000,4/21/2004,Bronze,0
1000551,1930908312.1408667107,F,4/5/1974,TX,4100000,6/17/1992,Bronze,0
1000552,1976819321.1408690235,M,12/12/1960,WA,240000,5/5/2005,Gold,0
1000553,2126114261.1408703130,M,6/20/1954,WA,100000,6/20/2012,Gold,0
1000554,5789144.1404197901,M,1/21/1989,FL,80000,4/21/2004,Silver,0
1000555,46084742.1406647877,M,4/5/1974,CA,65000,6/17/1992,Bronze,0
1000556,108568852.1406712858,F,12/12/1960,WA,30000,5/5/2005,Bronze,0
1000557,126745075.1406698146,F,6/20/1954,TX,,6/20/2012,Gold,0
1000558,140537104.1406702757,M,1/21/1989,WA,56000,4/21/2004,Gold,0
1000559,211473421.1401090890,M,4/5/1974,WA,0,6/17/1992,Silver,0
1000560,223217021.1406704420,M,12/12/1960,FL,65000,5/5/2005,Bronze,0
1000561,225375918.1406681708,M,6/20/1954,CA,59000,6/20/2012,Bronze,0
1000562,322597704.1406704191,F,1/21/1989,WA,240000,4/21/2004,Gold,0
1000563,412868852.1406702912,F,4/5/1974,TX,24000,6/17/1992,Gold,0
1000564,581854814.1406709494,M,12/12/1960,WA,0,5/5/2005,Silver,0
1000565,644790128.1396842059,M,6/20/1954,WA,56000,6/20/2012,Bronze,1
1000566,778310638.1389066454,M,1/21/1989,FL,120000,4/21/2004,Bronze,1
1000567,802626538.1406697727,M,4/5/1974,CA,4100000,6/17/1992,Gold,0
1000568,909071415.1406684355,F,12/12/1960,WA,240000,5/5/2005,Gold,0
1000569,1017972107.1406693964,F,6/20/1954,TX,100000,6/20/2012,Silver,0
1000570,1067293641.1406707537,M,1/21/1989,WA,80000,4/21/2004,Bronze,0
1000571,1073698626.1406711450,M,4/5/1974,WA,65000,6/17/1992,Bronze,0
1000572,1164473813.1406694770,M,12/12/1960,FL,30000,5/5/2005,Gold,0
1000573,1177648550.1406701785,M,6/20/1954,CA,,6/20/2012,Gold,0
1000574,1278110965.1406684908,F,1/21/1989,WA,56000,4/21/2004,Silver,0
1000575,1365083617.1406661422,F,4/5/1974,TX,0,6/17/1992,Bronze,0
1000576,1388419709.1384496244,M,12/12/1960,WA,65000,5/5/2005,Bronze,0
1000577,1408904402.1406685777,M,6/20/1954,WA,59000,6/20/2012,Gold,0
1000578,1420096918.1406698626,M,1/21/1989,FL,240000,4/21/2004,Gold,0
1000579,1495662991.1406701271,M,4/5/1974,CA,24000,6/17/1992,Silver,0
1000580,1660846155.1406720392,F,12/12/1960,WA,0,5/5/2005,Bronze,0
1000581,1706941782.1404982062,F,6/20/1954,TX,56000,6/20/2012,Bronze,0
1000582,1721799450.1406680423,M,1/21/1989,WA,120000,4/21/2004,Gold,0
1000583,1787946787.1406723019,M,4/5/1974,WA,4100000,6/17/1992,Gold,0
1000584,1801280783.1406724866,M,12/12/1960,FL,240000,5/5/2005,Silver,0
1000585,1861578949.1406696258,M,6/20/1954,CA,100000,6/20/2012,Bronze,0
1000586,1862954706.1406702512,F,1/21/1989,WA,80000,4/21/2004,Bronze,0
1000587,1891563407.1406689480,F,4/5/1974,TX,65000,6/17/1992,Gold,0
1000588,1958097748.1406686473,M,12/12/1960,WA,30000,5/5/2005,Gold,0
1000589,2011245857.1404190316,M,6/20/1954,WA,,6/20/2012,Silver,0
1000590,2067957615.1406610078,M,1/21/1989,FL,56000,4/21/2004,Bronze,0
1000591,2108168907.1406726924,M,4/5/1974,CA,0,6/17/1992,Bronze,0
1000592,14291105.1409128715,F,12/12/1960,WA,65000,5/5/2005,Gold,0
1000593,52516149.1409066169,F,6/20/1954,TX,59000,6/20/2012,Gold,0
1000594,80539336.1387504105,M,1/21/1989,WA,240000,4/21/2004,Silver,0
1000595,173539463.1409109852,M,4/5/1974,WA,24000,6/17/1992,Bronze,0
1000596,175151504.1409122677,M,12/12/1960,FL,0,5/5/2005,Bronze,1
1000597,176875610.1409120765,M,6/20/1954,CA,56000,6/20/2012,Gold,0
1000598,320236899.1409120624,F,1/21/1989,WA,120000,4/21/2004,Gold,0
1000599,379672520.1409108683,F,4/5/1974,TX,4100000,6/17/1992,Silver,0
1000600,395623277.1409106290,M,12/12/1960,WA,240000,5/5/2005,Bronze,0
1000601,409610232.1409107026,M,6/20/1954,WA,100000,6/20/2012,Bronze,0
1000602,492757257.1409101449,M,1/21/1989,FL,80000,4/21/2004,Gold,0
1000603,528590867.1409116635,M,4/5/1974,CA,65000,6/17/1992,Gold,0
1000604,549380110.1409111292,F,12/12/1960,WA,30000,5/5/2005,Silver,1
1000605,574836087.1409108078,F,6/20/1954,TX,,6/20/2012,Bronze,0
1000606,581986854.1409116708,M,1/21/1989,WA,56000,4/21/2004,Bronze,0
1000607,601289085.1409136571,M,4/5/1974,WA,0,6/17/1992,Gold,0
1000608,606824675.1409120234,M,12/12/1960,FL,65000,5/5/2005,Gold,1
1000609,700844363.1409104378,M,6/20/1954,CA,59000,6/20/2012,Silver,0
1000610,794596490.1409116731,F,1/21/1989,WA,240000,4/21/2004,Bronze,0
1000611,866921712.1409122196,F,4/5/1974,TX,24000,6/17/1992,Bronze,0
1000612,893487619.1409117373,M,12/12/1960,WA,0,5/5/2005,Gold,0
1000613,1040924732.1409108015,M,6/20/1954,WA,56000,6/20/2012,Gold,0
1000614,1048754974.1409102857,M,1/21/1989,FL,120000,4/21/2004,Silver,0
1000615,1095804656.1409104658,M,4/5/1974,CA,4100000,6/17/1992,Bronze,0
1000616,1107180296.1409114011,F,12/12/1960,WA,240000,5/5/2005,Bronze,0
1000617,1158289037.1409124877,F,6/20/1954,TX,100000,6/20/2012,Gold,0
1000618,1207255310.1409124687,M,1/21/1989,WA,80000,4/21/2004,Gold,0
1000619,1381088352.1409118571,M,4/5/1974,WA,65000,6/17/1992,Silver,0
1000620,1399626489.1409118948,M,12/12/1960,FL,30000,5/5/2005,Bronze,0
1000621,1403516941.1359767732,M,6/20/1954,CA,,6/20/2012,Bronze,0
1000622,1446715735.1409119840,F,1/21/1989,WA,56000,4/21/2004,Gold,0
1000623,1510059008.1409077004,F,4/5/1974,TX,0,6/17/1992,Gold,1
1000624,1600421276.1408954708,M,12/12/1960,WA,65000,5/5/2005,Silver,0
1000625,1621700279.1409114236,M,6/20/1954,WA,59000,6/20/2012,Bronze,0
1000626,1674716887.1409106450,M,1/21/1989,FL,240000,4/21/2004,Bronze,0
1000627,1692992250.1409120491,M,4/5/1974,CA,24000,6/17/1992,Gold,0
1000628,1707879201.1409119481,F,12/12/1960,WA,0,5/5/2005,Gold,0
1000629,1714033316.1408267090,F,6/20/1954,TX,56000,6/20/2012,Silver,0
1000630,1735868090.1409065714,M,1/21/1989,WA,120000,4/21/2004,Bronze,0
1000631,1841053193.1409099861,M,4/5/1974,WA,4100000,6/17/1992,Bronze,0
1000632,1877120530.1409144275,M,12/12/1960,FL,240000,5/5/2005,Gold,0
1000633,1900481007.1409115790,M,6/20/1954,CA,100000,6/20/2012,Gold,0
1000634,1994296555.1409101498,F,1/21/1989,WA,80000,4/21/2004,Silver,1
1000635,2053551747.1409131821,F,4/5/1974,TX,65000,6/17/1992,Bronze,0
1000636,2127419911.1409125818,M,12/12/1960,WA,30000,5/5/2005,Bronze,0
1000637,7292273.1409653334,M,6/20/1954,WA,,6/20/2012,Gold,0
1000638,22956017.1409650290,M,1/21/1989,FL,56000,4/21/2004,Gold,0
1000639,245611643.1409625536,M,4/5/1974,CA,0,6/17/1992,Silver,0
1000640,379181755.1409275164,F,12/12/1960,WA,65000,5/5/2005,Bronze,1
1000641,406253196.1409618660,F,6/20/1954,TX,59000,6/20/2012,Bronze,0
1000642,406258024.1409643138,M,1/21/1989,WA,240000,4/21/2004,Gold,0
1000643,422490586.1409659068,M,4/5/1974,WA,24000,6/17/1992,Gold,1
1000644,464353167.1409649217,M,12/12/1960,FL,0,5/5/2005,Silver,0
1000645,522236483.1409659320,M,6/20/1954,CA,56000,6/20/2012,Bronze,0
1000646,631322606.1409622025,F,1/21/1989,WA,120000,4/21/2004,Bronze,0
1000647,643462910.1371104207,F,4/5/1974,TX,4100000,6/17/1992,Gold,0
1000648,741384488.1409621613,M,12/12/1960,WA,240000,5/5/2005,Gold,0
1000649,750280243.1409646276,M,6/20/1954,WA,100000,6/20/2012,Silver,0
1000650,766640501.1408766446,M,1/21/1989,FL,80000,4/21/2004,Bronze,1
1000651,785288865.1409618195,M,4/5/1974,CA,65000,6/17/1992,Bronze,0
1000652,852111793.1409630527,F,12/12/1960,WA,30000,5/5/2005,Gold,0
1000653,853397960.1409623863,F,6/20/1954,TX,,6/20/2012,Gold,0
1000654,918110997.1409610996,M,1/21/1989,WA,56000,4/21/2004,Silver,0
1000655,925007758.1409639108,M,4/5/1974,WA,0,6/17/1992,Bronze,1
1000656,936287372.1409635325,M,12/12/1960,FL,65000,5/5/2005,Bronze,0
1000657,1227865118.1409643128,M,6/20/1954,CA,59000,6/20/2012,Gold,1
1000658,1273743106.1409660779,F,1/21/1989,WA,240000,4/21/2004,Gold,0
1000659,1342957567.1409627063,F,4/5/1974,TX,24000,6/17/1992,Silver,1
1000660,1379090933.1409668243,M,12/12/1960,WA,0,5/5/2005,Bronze,0
1000661,1498812354.1409652137,M,6/20/1954,WA,56000,6/20/2012,Bronze,0
1000662,1625036828.1368602599,M,1/21/1989,FL,120000,4/21/2004,Gold,1
1000663,1650799737.1409652434,M,4/5/1974,CA,4100000,6/17/1992,Gold,1
1000664,1686433540.1409641681,F,12/12/1960,WA,240000,5/5/2005,Silver,1
1000665,1716254419.1409639535,F,6/20/1954,TX,100000,6/20/2012,Bronze,0
1000666,1790698499.1409617424,M,1/21/1989,WA,80000,4/21/2004,Bronze,1
1000667,1874182228.1409617951,M,4/5/1974,WA,65000,6/17/1992,Gold,0
